Timestamp,Human readable date (America/Bogota),weather_station_865291040488446_wind_speed,weather_station_865291040488446_wind_dir,context_weather_station_865291040488446_wind_speed,context_weather_station_865291040488446_wind_dir,created_at_weather_station_865291040488446_wind_speed,created_at_weather_station_865291040488446_wind_dir
1667734809000,2022-11-06 06:40:09,2.2,83.0,{},{},1667734819522.0,1667734819522
1667734210000,2022-11-06 06:30:10,1.4,102.0,{},{},1667734219727.0,1667734219727
1667584210000,2022-11-04 12:50:10,3.3,126.0,{},{},1667584222133.0,1667584222133
1667583609000,2022-11-04 12:40:09,2.9,118.0,{},{},1667583615877.0,1667583615877
1667583009000,2022-11-04 12:30:09,2.2,114.0,{},{},1667583016283.0,1667583016283
1667582410000,2022-11-04 12:20:10,3.0,116.0,{},{},1667582414851.0,1667582414851
1667581809000,2022-11-04 12:10:09,2.2,85.0,{},{},1667581816167.0,1667581816167
1667581209000,2022-11-04 12:00:09,2.7,155.0,{},{},1667581228345.0,1667581228345
1667580610000,2022-11-04 11:50:10,2.2,142.0,{},{},1667580618971.0,1667580618971
1667580009000,2022-11-04 11:40:09,1.3,131.0,{},{},1667580014102.0,1667580014102
1667579409000,2022-11-04 11:30:09,1.8,132.0,{},{},1667579414817.0,1667579414817
1667578810000,2022-11-04 11:20:10,2.1,111.0,{},{},1667578815428.0,1667578815428
1667578209000,2022-11-04 11:10:09,1.2,70.0,{},{},1667578213667.0,1667578213667
1667577609000,2022-11-04 11:00:09,0.5,130.0,{},{},1667577614973.0,1667577614973
1667577010000,2022-11-04 10:50:10,0.8,122.0,{},{},1667577047981.0,1667577047981
1667576409000,2022-11-04 10:40:09,1.3,70.0,{},{},1667576424867.0,1667576424867
1667575809000,2022-11-04 10:30:09,1.1,56.0,{},{},1667575815648.0,1667575815648
1667575209000,2022-11-04 10:20:09,0.5,40.0,{},{},1667575231722.0,1667575231722
1667574609000,2022-11-04 10:10:09,0.9,108.0,{},{},1667574624586.0,1667574624586
1667574010000,2022-11-04 10:00:10,1.4,122.0,{},{},1667574038303.0,1667574038303
1667573409000,2022-11-04 09:50:09,2.0,115.0,{},{},1667573416668.0,1667573416668
1667572809000,2022-11-04 09:40:09,1.1,5.0,{},{},1667572817081.0,1667572817081
1667572210000,2022-11-04 09:30:10,1.1,3.0,{},{},1667572220645.0,1667572220645
1667571609000,2022-11-04 09:20:09,0.7,44.0,{},{},1667571615169.0,1667571615169
1667571010000,2022-11-04 09:10:10,1.2,101.0,{},{},1667571015302.0,1667571015302
1667570409000,2022-11-04 09:00:09,0.6,0.0,{},{},1667570419712.0,1667570419712
1667569810000,2022-11-04 08:50:10,0.3,30.0,{},{},1667569820116.0,1667569820116
1667569209000,2022-11-04 08:40:09,0.6,319.0,{},{},1667569220684.0,1667569220684
1667568610000,2022-11-04 08:30:10,0.8,233.0,{},{},1667568627549.0,1667568627549
1667568009000,2022-11-04 08:20:09,0.0,189.0,{},{},1667568034598.0,1667568034598
1667567410000,2022-11-04 08:10:10,0.9,262.0,{},{},1667568035307.0,1667568035307
1667566809000,2022-11-04 08:00:09,1.4,195.0,{},{},1667566815936.0,1667566815936
1667566209000,2022-11-04 07:50:09,0.8,175.0,{},{},1667566226074.0,1667566226074
1667565609000,2022-11-04 07:40:09,1.0,186.0,{},{},1667565629308.0,1667565629308
1667565009000,2022-11-04 07:30:09,1.0,191.0,{},{},1667565024557.0,1667565024557
1667564409000,2022-11-04 07:20:09,0.8,184.0,{},{},1667564415731.0,1667564415731
1667563809000,2022-11-04 07:10:09,1.2,182.0,{},{},1667563823962.0,1667563823962
1667563210000,2022-11-04 07:00:10,1.5,189.0,{},{},1667563224233.0,1667563224233
1667562609000,2022-11-04 06:50:09,0.9,176.0,{},{},1667562638925.0,1667562638925
1667562010000,2022-11-04 06:40:10,1.1,139.0,{},{},1667562016699.0,1667562016699
1667561409000,2022-11-04 06:30:09,1.6,171.0,{},{},1667561417853.0,1667561417853
1667560810000,2022-11-04 06:20:10,1.3,180.0,{},{},1667560816417.0,1667560816417
1667560209000,2022-11-04 06:10:09,0.8,188.0,{},{},1667560215377.0,1667560215377
1667559609000,2022-11-04 06:00:09,0.5,75.0,{},{},1667559616521.0,1667559616521
1667559009000,2022-11-04 05:50:09,1.1,46.0,{},{},1667559016046.0,1667559016046
1667558410000,2022-11-04 05:40:10,0.8,63.0,{},{},1667558415974.0,1667558415974
1667557809000,2022-11-04 05:30:09,0.8,138.0,{},{},1667557816349.0,1667557816349
1667557209000,2022-11-04 05:20:09,1.0,147.0,{},{},1667557217775.0,1667557217775
1667556609000,2022-11-04 05:10:09,0.8,137.0,{},{},1667556616272.0,1667556616272
1667556009000,2022-11-04 05:00:09,0.5,135.0,{},{},1667556015282.0,1667556015282
1667555409000,2022-11-04 04:50:09,0.8,192.0,{},{},1667555417782.0,1667555417782
1667554809000,2022-11-04 04:40:09,0.7,190.0,{},{},1667554815875.0,1667554815875
1667554209000,2022-11-04 04:30:09,0.8,144.0,{},{},1667554215582.0,1667554215582
1667553609000,2022-11-04 04:20:09,0.0,21.0,{},{},1667553617513.0,1667553617513
1667553009000,2022-11-04 04:10:09,0.8,341.0,{},{},1667553016129.0,1667553016129
1667552410000,2022-11-04 04:00:10,0.7,350.0,{},{},1667552415967.0,1667552415967
1667551809000,2022-11-04 03:50:09,0.3,348.0,{},{},1667551823380.0,1667551823380
1667551209000,2022-11-04 03:40:09,0.7,319.0,{},{},1667551218827.0,1667551218827
1667550609000,2022-11-04 03:30:09,1.0,54.0,{},{},1667550617183.0,1667550617183
1667550009000,2022-11-04 03:20:09,0.4,39.0,{},{},1667550017879.0,1667550017879
1667549409000,2022-11-04 03:10:09,0.4,0.0,{},{},1667549417437.0,1667549417437
1667548810000,2022-11-04 03:00:10,0.0,215.0,{},{},1667548816395.0,1667548816395
1667548209000,2022-11-04 02:50:09,0.7,185.0,{},{},1667548226274.0,1667548226274
1667547609000,2022-11-04 02:40:09,0.7,180.0,{},{},1667547625072.0,1667547625072
1667547009000,2022-11-04 02:30:09,2.2,187.0,{},{},1667547016990.0,1667547016990
1667546409000,2022-11-04 02:20:09,1.5,191.0,{},{},1667546416499.0,1667546416499
1667545810000,2022-11-04 02:10:10,1.5,165.0,{},{},1667545819351.0,1667545819351
1667545209000,2022-11-04 02:00:09,1.4,184.0,{},{},1667545219054.0,1667545219054
1667544610000,2022-11-04 01:50:10,1.0,196.0,{},{},1667544616997.0,1667544616997
1667544009000,2022-11-04 01:40:09,1.7,194.0,{},{},1667544017267.0,1667544017267
1667543409000,2022-11-04 01:30:09,1.8,168.0,{},{},1667543418115.0,1667543418115
1667542809000,2022-11-04 01:20:09,0.9,191.0,{},{},1667542817006.0,1667542817006
1667542210000,2022-11-04 01:10:10,0.6,264.0,{},{},1667542227697.0,1667542227697
1667541609000,2022-11-04 01:00:09,1.1,260.0,{},{},1667541618341.0,1667541618341
1667541009000,2022-11-04 00:50:09,0.8,192.0,{},{},1667541017692.0,1667541017692
1667540410000,2022-11-04 00:40:10,0.5,200.0,{},{},1667540417714.0,1667540417714
